"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"FOXO4","HAVANA","gene",NA,NA,"ENSG00000184481.12","protein_coding","FOXO4","2","OTTHUMG00000021789.1",NA,"ENSG00000184481",NA
"BEX5","HAVANA","gene",NA,NA,"ENSG00000184515.6","protein_coding","BEX5","2","OTTHUMG00000022049.1",NA,"ENSG00000184515",NA
"SOCS3","HAVANA","gene",NA,NA,"ENSG00000184557.3","protein_coding","SOCS3","2","OTTHUMG00000177513.2",NA,"ENSG00000184557",NA
"NELL2","HAVANA","gene",NA,NA,"ENSG00000184613.6","protein_coding","NELL2","2","OTTHUMG00000169464.1","ncRNA_host","ENSG00000184613",NA
"GSTT1","HAVANA","gene",NA,NA,"ENSG00000184674.8","protein_coding","GSTT1","1","OTTHUMG00000150816.3",NA,"ENSG00000184674",NA
"PRR16","HAVANA","gene",NA,NA,"ENSG00000184838.10","protein_coding","PRR16","2","OTTHUMG00000128903.2",NA,"ENSG00000184838",NA
"JAG2","HAVANA","gene",NA,NA,"ENSG00000184916.4","protein_coding","JAG2","2","OTTHUMG00000140172.2",NA,"ENSG00000184916",NA
"WT1","HAVANA","gene",NA,NA,"ENSG00000184937.8","protein_coding","WT1","1","OTTHUMG00000039556.4",NA,"ENSG00000184937",NA
"SORCS2","HAVANA","gene",NA,NA,"ENSG00000184985.12","protein_coding","SORCS2","2","OTTHUMG00000159981.4","ncRNA_host","ENSG00000184985",NA
"KRT76","HAVANA","gene",NA,NA,"ENSG00000185069.2","protein_coding","KRT76","2","OTTHUMG00000169797.1",NA,"ENSG00000185069",NA
"FAM174B","HAVANA","gene",NA,NA,"ENSG00000185442.8","protein_coding","FAM174B","2","OTTHUMG00000171744.3",NA,"ENSG00000185442",NA
"MUC1","HAVANA","gene",NA,NA,"ENSG00000185499.12","protein_coding","MUC1","2","OTTHUMG00000035681.2",NA,"ENSG00000185499",NA
"P4HB","HAVANA","gene",NA,NA,"ENSG00000185624.10","protein_coding","P4HB","1","OTTHUMG00000150269.6",NA,"ENSG00000185624",NA
"PMEL","HAVANA","gene",NA,NA,"ENSG00000185664.10","protein_coding","PMEL","1","OTTHUMG00000170573.4",NA,"ENSG00000185664",NA
"IKZF1","HAVANA","gene",NA,NA,"ENSG00000185811.12","protein_coding","IKZF1","2","OTTHUMG00000155907.1",NA,"ENSG00000185811",NA
"EVI2B","HAVANA","gene",NA,NA,"ENSG00000185862.5","protein_coding","EVI2B","2","OTTHUMG00000132869.2",NA,"ENSG00000185862",NA
"IFITM1","HAVANA","gene",NA,NA,"ENSG00000185885.11","protein_coding","IFITM1","2","OTTHUMG00000165359.2",NA,"ENSG00000185885",NA
"RTN4RL1","HAVANA","gene",NA,NA,"ENSG00000185924.6","protein_coding","RTN4RL1","2","OTTHUMG00000180184.2",NA,"ENSG00000185924",NA
"IRS2","HAVANA","gene",NA,NA,"ENSG00000185950.7","protein_coding","IRS2","2","OTTHUMG00000017338.1",NA,"ENSG00000185950",NA
"KRT5","HAVANA","gene",NA,NA,"ENSG00000186081.7","protein_coding","KRT5","2","OTTHUMG00000169657.1",NA,"ENSG00000186081",NA
"CYP4F2","HAVANA","gene",NA,NA,"ENSG00000186115.8","protein_coding","CYP4F2","2","OTTHUMG00000185995.2",NA,"ENSG00000186115",NA
"CYP4F12","HAVANA","gene",NA,NA,"ENSG00000186204.10","protein_coding","CYP4F12","2","OTTHUMG00000164477.11",NA,"ENSG00000186204",NA
"THBS2","HAVANA","gene",NA,NA,"ENSG00000186340.10","protein_coding","THBS2","2","OTTHUMG00000045408.1",NA,"ENSG00000186340",NA
"RXRA","HAVANA","gene",NA,NA,"ENSG00000186350.8","protein_coding","RXRA","2","OTTHUMG00000020887.2","ncRNA_host","ENSG00000186350",NA
"CD300E","HAVANA","gene",NA,NA,"ENSG00000186407.4","protein_coding","CD300E","1","OTTHUMG00000067605.2",NA,"ENSG00000186407",NA
"VSIG10L","HAVANA","gene",NA,NA,"ENSG00000186806.5","protein_coding","VSIG10L","2","OTTHUMG00000182975.1",NA,"ENSG00000186806",NA
"CXCR3","HAVANA","gene",NA,NA,"ENSG00000186810.7","protein_coding","CXCR3","2","OTTHUMG00000033326.2",NA,"ENSG00000186810",NA
"LILRB4","HAVANA","gene",NA,NA,"ENSG00000186818.8","protein_coding","LILRB4","2","OTTHUMG00000065879.11",NA,"ENSG00000186818",NA
"TNFRSF4","HAVANA","gene",NA,NA,"ENSG00000186827.6","protein_coding","TNFRSF4","2","OTTHUMG00000001415.3",NA,"ENSG00000186827",NA
"MAPT","HAVANA","gene",NA,NA,"ENSG00000186868.11","protein_coding","MAPT","2","OTTHUMG00000168833.4",NA,"ENSG00000186868",NA
"FGF3","HAVANA","gene",NA,NA,"ENSG00000186895.2","protein_coding","FGF3","2","OTTHUMG00000167888.1",NA,"ENSG00000186895",NA
"PPARA","HAVANA","gene",NA,NA,"ENSG00000186951.12","protein_coding","PPARA","2","OTTHUMG00000150443.4",NA,"ENSG00000186951",NA
"CYP4A11","HAVANA","gene",NA,NA,"ENSG00000187048.8","protein_coding","CYP4A11","2","OTTHUMG00000008020.3",NA,"ENSG00000187048",NA
"PLCD1","HAVANA","gene",NA,NA,"ENSG00000187091.9","protein_coding","PLCD1","1","OTTHUMG00000130813.6",NA,"ENSG00000187091",NA
"MITF","HAVANA","gene",NA,NA,"ENSG00000187098.10","protein_coding","MITF","2","OTTHUMG00000149921.11","ncRNA_host","ENSG00000187098",NA
"SLIT1","HAVANA","gene",NA,NA,"ENSG00000187122.12","protein_coding","SLIT1","2","OTTHUMG00000018843.4",NA,"ENSG00000187122",NA
"FNBP1","HAVANA","gene",NA,NA,"ENSG00000187239.12","protein_coding","FNBP1","2","OTTHUMG00000020800.2",NA,"ENSG00000187239",NA
"BCAM","HAVANA","gene",NA,NA,"ENSG00000187244.6","protein_coding","BCAM","1","OTTHUMG00000180838.2",NA,"ENSG00000187244",NA
"WDR86","HAVANA","gene",NA,NA,"ENSG00000187260.11","protein_coding","WDR86","1","OTTHUMG00000150764.5",NA,"ENSG00000187260",NA
"EPOR","HAVANA","gene",NA,NA,"ENSG00000187266.9","protein_coding","EPOR","2","OTTHUMG00000182027.2",NA,"ENSG00000187266",NA
"FPR3","HAVANA","gene",NA,NA,"ENSG00000187474.4","protein_coding","FPR3","2","OTTHUMG00000183502.2",NA,"ENSG00000187474",NA
"COL4A1","HAVANA","gene",NA,NA,"ENSG00000187498.10","protein_coding","COL4A1","2","OTTHUMG00000017342.4",NA,"ENSG00000187498",NA
"GJA4","HAVANA","gene",NA,NA,"ENSG00000187513.8","protein_coding","GJA4","2","OTTHUMG00000004050.1",NA,"ENSG00000187513",NA
"MAGEH1","HAVANA","gene",NA,NA,"ENSG00000187601.3","protein_coding","MAGEH1","2","OTTHUMG00000021655.1",NA,"ENSG00000187601",NA
"ISG15","HAVANA","gene",NA,NA,"ENSG00000187608.5","protein_coding","ISG15","2","OTTHUMG00000040777.1",NA,"ENSG00000187608",NA
"TRPV2","HAVANA","gene",NA,NA,"ENSG00000187688.10","protein_coding","TRPV2","1","OTTHUMG00000058989.8",NA,"ENSG00000187688",NA
"CARD9","HAVANA","gene",NA,NA,"ENSG00000187796.9","protein_coding","CARD9","2","OTTHUMG00000020925.4",NA,"ENSG00000187796",NA
"DMBT1","HAVANA","gene",NA,NA,"ENSG00000187908.11","protein_coding","DMBT1","2","OTTHUMG00000019185.2",NA,"ENSG00000187908",NA
"COL14A1","HAVANA","gene",NA,NA,"ENSG00000187955.7","protein_coding","COL14A1","1","OTTHUMG00000149877.3",NA,"ENSG00000187955",NA
"TPRG1","HAVANA","gene",NA,NA,"ENSG00000188001.5","protein_coding","TPRG1","1","OTTHUMG00000156321.4",NA,"ENSG00000188001",NA
"S100A3","HAVANA","gene",NA,NA,"ENSG00000188015.5","protein_coding","S100A3","2","OTTHUMG00000013550.2",NA,"ENSG00000188015",NA
"ARL4C","HAVANA","gene",NA,NA,"ENSG00000188042.5","protein_coding","ARL4C","2","OTTHUMG00000133291.1",NA,"ENSG00000188042",NA
"RAB42","HAVANA","gene",NA,NA,"ENSG00000188060.6","protein_coding","RAB42","2","OTTHUMG00000003656.1",NA,"ENSG00000188060",NA
"PDCD1","HAVANA","gene",NA,NA,"ENSG00000188389.6","protein_coding","PDCD1","2","OTTHUMG00000151342.1",NA,"ENSG00000188389",NA
"SELL","HAVANA","gene",NA,NA,"ENSG00000188404.4","protein_coding","SELL","2","OTTHUMG00000034809.3",NA,"ENSG00000188404",NA
"IER5L","HAVANA","gene",NA,NA,"ENSG00000188483.6","protein_coding","IER5L","2","OTTHUMG00000020773.2",NA,"ENSG00000188483",NA
"HBA2","HAVANA","gene",NA,NA,"ENSG00000188536.8","protein_coding","HBA2","2","OTTHUMG00000059924.2",NA,"ENSG00000188536",NA
"DPYD","HAVANA","gene",NA,NA,"ENSG00000188641.8","protein_coding","DPYD","2","OTTHUMG00000039683.3",NA,"ENSG00000188641",NA
"PARVB","HAVANA","gene",NA,NA,"ENSG00000188677.10","protein_coding","PARVB","1","OTTHUMG00000150665.4",NA,"ENSG00000188677",NA
"PRELP","HAVANA","gene",NA,NA,"ENSG00000188783.5","protein_coding","PRELP","2","OTTHUMG00000035911.1",NA,"ENSG00000188783",NA
"CNR2","HAVANA","gene",NA,NA,"ENSG00000188822.6","protein_coding","CNR2","2","OTTHUMG00000013892.1","ncRNA_host","ENSG00000188822",NA
"CLDN4","HAVANA","gene",NA,NA,"ENSG00000189143.8","protein_coding","CLDN4","1","OTTHUMG00000023425.4",NA,"ENSG00000189143",NA
"PCDH18","HAVANA","gene",NA,NA,"ENSG00000189184.7","protein_coding","PCDH18","1","OTTHUMG00000161348.1",NA,"ENSG00000189184",NA
"MAOA","HAVANA","gene",NA,NA,"ENSG00000189221.5","protein_coding","MAOA","2","OTTHUMG00000021387.1",NA,"ENSG00000189221",NA
"KAZN","HAVANA","gene",NA,NA,"ENSG00000189337.11","protein_coding","KAZN","2","OTTHUMG00000002042.5",NA,"ENSG00000189337",NA
"IL1RAP","HAVANA","gene",NA,NA,"ENSG00000196083.5","protein_coding","IL1RAP","1","OTTHUMG00000156211.1","ncRNA_host","ENSG00000196083",NA
"HLA-DRB1","HAVANA","gene",NA,NA,"ENSG00000196126.6","protein_coding","HLA-DRB1","2","OTTHUMG00000031196.4",NA,"ENSG00000196126",NA
"SERPINA3","HAVANA","gene",NA,NA,"ENSG00000196136.12","protein_coding","SERPINA3","2","OTTHUMG00000029851.5",NA,"ENSG00000196136",NA
"AKR1C3","HAVANA","gene",NA,NA,"ENSG00000196139.7","protein_coding","AKR1C3","2","OTTHUMG00000017585.4",NA,"ENSG00000196139",NA
"S100A4","HAVANA","gene",NA,NA,"ENSG00000196154.7","protein_coding","S100A4","2","OTTHUMG00000013546.3",NA,"ENSG00000196154",NA
"FAT4","HAVANA","gene",NA,NA,"ENSG00000196159.7","protein_coding","FAT4","2","OTTHUMG00000133100.3","ncRNA_host","ENSG00000196159",NA
"RYR1","HAVANA","gene",NA,NA,"ENSG00000196218.7","protein_coding","RYR1","2","OTTHUMG00000182403.3",NA,"ENSG00000196218",NA
"CD55","HAVANA","gene",NA,NA,"ENSG00000196352.9","protein_coding","CD55","1","OTTHUMG00000036255.3",NA,"ENSG00000196352",NA
"EVL","HAVANA","gene",NA,NA,"ENSG00000196405.8","protein_coding","EVL","1","OTTHUMG00000171530.1","ncRNA_host","ENSG00000196405",NA
"XRCC6","HAVANA","gene",NA,NA,"ENSG00000196419.8","protein_coding","XRCC6","2","OTTHUMG00000151190.2",NA,"ENSG00000196419",NA
"S100A5","HAVANA","gene",NA,NA,"ENSG00000196420.3","protein_coding","S100A5","2","OTTHUMG00000013547.2",NA,"ENSG00000196420",NA
"TPK1","HAVANA","gene",NA,NA,"ENSG00000196511.9","protein_coding","TPK1","2","OTTHUMG00000152774.9",NA,"ENSG00000196511",NA
"MME","HAVANA","gene",NA,NA,"ENSG00000196549.6","protein_coding","MME","1","OTTHUMG00000158455.3",NA,"ENSG00000196549",NA
"LAMA2","HAVANA","gene",NA,NA,"ENSG00000196569.7","protein_coding","LAMA2","2","OTTHUMG00000015545.1",NA,"ENSG00000196569",NA
"MMP1","HAVANA","gene",NA,NA,"ENSG00000196611.4","protein_coding","MMP1","2","OTTHUMG00000048192.1",NA,"ENSG00000196611",NA
"TCF4","HAVANA","gene",NA,NA,"ENSG00000196628.9","protein_coding","TCF4","1","OTTHUMG00000132713.11",NA,"ENSG00000196628",NA
"DAPK1","HAVANA","gene",NA,NA,"ENSG00000196730.8","protein_coding","DAPK1","1","OTTHUMG00000020150.4",NA,"ENSG00000196730",NA
"HLA-DQA1","HAVANA","gene",NA,NA,"ENSG00000196735.7","protein_coding","HLA-DQA1","1","OTTHUMG00000031106.5",NA,"ENSG00000196735",NA
"S100A2","HAVANA","gene",NA,NA,"ENSG00000196754.6","protein_coding","S100A2","2","OTTHUMG00000035031.3",NA,"ENSG00000196754",NA
"SPRR2B","HAVANA","gene",NA,NA,"ENSG00000196805.6","protein_coding","SPRR2B","2","OTTHUMG00000013863.3",NA,"ENSG00000196805",NA
"ADA","HAVANA","gene",NA,NA,"ENSG00000196839.8","protein_coding","ADA","1","OTTHUMG00000033081.3",NA,"ENSG00000196839",NA
"ANXA6","HAVANA","gene",NA,NA,"ENSG00000197043.9","protein_coding","ANXA6","1","OTTHUMG00000164179.5",NA,"ENSG00000197043",NA
"ACSL5","HAVANA","gene",NA,NA,"ENSG00000197142.6","protein_coding","ACSL5","2","OTTHUMG00000019060.1",NA,"ENSG00000197142",NA
"MAGEA6","HAVANA","gene",NA,NA,"ENSG00000197172.6","protein_coding","MAGEA6","2","OTTHUMG00000022642.2",NA,"ENSG00000197172",NA
"SLC22A4","HAVANA","gene",NA,NA,"ENSG00000197208.5","protein_coding","SLC22A4","2","OTTHUMG00000059648.6",NA,"ENSG00000197208",NA
"CCL4L2","HAVANA","gene",NA,NA,"ENSG00000197262.8","protein_coding","CCL4L2","2","OTTHUMG00000133066.2",NA,"ENSG00000197262",NA
"BLM","HAVANA","gene",NA,NA,"ENSG00000197299.6","protein_coding","BLM","1","OTTHUMG00000149834.3",NA,"ENSG00000197299",NA
"DDI2","HAVANA","gene",NA,NA,"ENSG00000197312.7","protein_coding","DDI2","2","OTTHUMG00000002381.2",NA,"ENSG00000197312",NA
"C5AR1","HAVANA","gene",NA,NA,"ENSG00000197405.3","protein_coding","C5AR1","2","OTTHUMG00000183504.1",NA,"ENSG00000197405",NA
"PDGFA","HAVANA","gene",NA,NA,"ENSG00000197461.9","protein_coding","PDGFA","1","OTTHUMG00000151412.5",NA,"ENSG00000197461",NA
"COL13A1","HAVANA","gene",NA,NA,"ENSG00000197467.9","protein_coding","COL13A1","1","OTTHUMG00000018394.3","ncRNA_host","ENSG00000197467",NA
"PCDHB11","HAVANA","gene",NA,NA,"ENSG00000197479.4","protein_coding","PCDHB11","2","OTTHUMG00000129618.1",NA,"ENSG00000197479",NA
"GZMM","HAVANA","gene",NA,NA,"ENSG00000197540.3","protein_coding","GZMM","2","OTTHUMG00000180559.2",NA,"ENSG00000197540",NA
"COL4A6","HAVANA","gene",NA,NA,"ENSG00000197565.11","protein_coding","COL4A6","2","OTTHUMG00000022179.2",NA,"ENSG00000197565",NA
"ENPP1","HAVANA","gene",NA,NA,"ENSG00000197594.7","protein_coding","ENPP1","2","OTTHUMG00000015572.5","ncRNA_host","ENSG00000197594",NA
"MFAP5","HAVANA","gene",NA,NA,"ENSG00000197614.6","protein_coding","MFAP5","1","OTTHUMG00000168703.2",NA,"ENSG00000197614",NA
"SERPINB2","HAVANA","gene",NA,NA,"ENSG00000197632.4","protein_coding","SERPINB2","2","OTTHUMG00000060592.3",NA,"ENSG00000197632",NA
"PDCD1LG2","HAVANA","gene",NA,NA,"ENSG00000197646.6","protein_coding","PDCD1LG2","2","OTTHUMG00000019504.1",NA,"ENSG00000197646",NA
"PARVA","HAVANA","gene",NA,NA,"ENSG00000197702.7","protein_coding","PARVA","2","OTTHUMG00000165778.3",NA,"ENSG00000197702",NA
"PSAP","HAVANA","gene",NA,NA,"ENSG00000197746.9","protein_coding","PSAP","2","OTTHUMG00000018429.3","ncRNA_host","ENSG00000197746",NA
"CFD","HAVANA","gene",NA,NA,"ENSG00000197766.3","protein_coding","CFD","2","OTTHUMG00000181840.2",NA,"ENSG00000197766",NA
"PLCG2","HAVANA","gene",NA,NA,"ENSG00000197943.5","protein_coding","PLCG2","1","OTTHUMG00000176532.1",NA,"ENSG00000197943",NA
"MPZL1","HAVANA","gene",NA,NA,"ENSG00000197965.7","protein_coding","MPZL1","1","OTTHUMG00000034571.3",NA,"ENSG00000197965",NA
"MBP","HAVANA","gene",NA,NA,"ENSG00000197971.10","protein_coding","MBP","1","OTTHUMG00000132874.7",NA,"ENSG00000197971",NA
"AVPR1B","HAVANA","gene",NA,NA,"ENSG00000198049.5","protein_coding","AVPR1B","2","OTTHUMG00000036119.1",NA,"ENSG00000198049",NA
"SIRPA","HAVANA","gene",NA,NA,"ENSG00000198053.7","protein_coding","SIRPA","2","OTTHUMG00000031682.2",NA,"ENSG00000198053",NA
"LPAR1","HAVANA","gene",NA,NA,"ENSG00000198121.9","protein_coding","LPAR1","2","OTTHUMG00000020486.2",NA,"ENSG00000198121",NA
"ASPH","HAVANA","gene",NA,NA,"ENSG00000198363.11","protein_coding","ASPH","2","OTTHUMG00000164375.8","ncRNA_host","ENSG00000198363",NA
"TPM2","HAVANA","gene",NA,NA,"ENSG00000198467.9","protein_coding","TPM2","2","OTTHUMG00000019878.3",NA,"ENSG00000198467",NA
"HLA-DRB5","HAVANA","gene",NA,NA,"ENSG00000198502.5","protein_coding","HLA-DRB5","2","OTTHUMG00000031027.3",NA,"ENSG00000198502",NA
"ITGBL1","HAVANA","gene",NA,NA,"ENSG00000198542.9","protein_coding","ITGBL1","2","OTTHUMG00000017296.4",NA,"ENSG00000198542",NA
"ARC","HAVANA","gene",NA,NA,"ENSG00000198576.2","protein_coding","ARC","2","OTTHUMG00000134310.2",NA,"ENSG00000198576",NA
"AKR1C4","HAVANA","gene",NA,NA,"ENSG00000198610.6","protein_coding","AKR1C4","2","OTTHUMG00000017591.2",NA,"ENSG00000198610",NA
"PAPSS2","HAVANA","gene",NA,NA,"ENSG00000198682.8","protein_coding","PAPSS2","2","OTTHUMG00000018683.1",NA,"ENSG00000198682",NA
"ECI2","HAVANA","gene",NA,NA,"ENSG00000198721.8","protein_coding","ECI2","1","OTTHUMG00000014158.7",NA,"ENSG00000198721",NA
"SLC5A3","HAVANA","gene",NA,NA,"ENSG00000198743.5","protein_coding","SLC5A3","2","OTTHUMG00000065821.1",NA,"ENSG00000198743",NA
"EGFL6","HAVANA","gene",NA,NA,"ENSG00000198759.7","protein_coding","EGFL6","2","OTTHUMG00000021155.1","ncRNA_host","ENSG00000198759",NA
"ALPK2","HAVANA","gene",NA,NA,"ENSG00000198796.6","protein_coding","ALPK2","2","OTTHUMG00000132755.2",NA,"ENSG00000198796",NA
"CD247","HAVANA","gene",NA,NA,"ENSG00000198821.6","protein_coding","CD247","2","OTTHUMG00000034593.2",NA,"ENSG00000198821",NA
"DENND4B","HAVANA","gene",NA,NA,"ENSG00000198837.5","protein_coding","DENND4B","1","OTTHUMG00000037157.3",NA,"ENSG00000198837",NA
"CES1","HAVANA","gene",NA,NA,"ENSG00000198848.8","protein_coding","CES1","1","OTTHUMG00000176718.3",NA,"ENSG00000198848",NA
"CD3E","HAVANA","gene",NA,NA,"ENSG00000198851.5","protein_coding","CD3E","2","OTTHUMG00000166968.1",NA,"ENSG00000198851",NA
"GRK5","HAVANA","gene",NA,NA,"ENSG00000198873.10","protein_coding","GRK5","2","OTTHUMG00000019149.2","ncRNA_host","ENSG00000198873",NA
"SFMBT2","HAVANA","gene",NA,NA,"ENSG00000198879.7","protein_coding","SFMBT2","2","OTTHUMG00000017630.2",NA,"ENSG00000198879",NA
"PRC1","HAVANA","gene",NA,NA,"ENSG00000198901.9","protein_coding","PRC1","1","OTTHUMG00000171685.5","ncRNA_host","ENSG00000198901",NA
"L1CAM","HAVANA","gene",NA,NA,"ENSG00000198910.8","protein_coding","L1CAM","1","OTTHUMG00000024221.12",NA,"ENSG00000198910",NA
"TGM2","HAVANA","gene",NA,NA,"ENSG00000198959.7","protein_coding","TGM2","2","OTTHUMG00000032437.2",NA,"ENSG00000198959",NA
"GP1BB","HAVANA","gene",NA,NA,"ENSG00000203618.5","protein_coding","GP1BB","2","OTTHUMG00000150397.2",NA,"ENSG00000203618",NA
"CR1","HAVANA","gene",NA,NA,"ENSG00000203710.6","protein_coding","CR1","2","OTTHUMG00000036311.9","ncRNA_host","ENSG00000203710",NA
"FCGR3A","HAVANA","gene",NA,NA,"ENSG00000203747.5","protein_coding","FCGR3A","2","OTTHUMG00000034466.6",NA,"ENSG00000203747",NA
"SOX18","HAVANA","gene",NA,NA,"ENSG00000203883.5","protein_coding","SOX18","2","OTTHUMG00000033017.1",NA,"ENSG00000203883",NA
"LIME1","HAVANA","gene",NA,NA,"ENSG00000203896.5","protein_coding","LIME1","2","OTTHUMG00000032999.2",NA,"ENSG00000203896",NA
"INPP5B","HAVANA","gene",NA,NA,"ENSG00000204084.8","protein_coding","INPP5B","2","OTTHUMG00000004436.2",NA,"ENSG00000204084",NA
"MAFB","HAVANA","gene",NA,NA,"ENSG00000204103.2","protein_coding","MAFB","2","OTTHUMG00000033052.2",NA,"ENSG00000204103",NA
"GIGYF2","HAVANA","gene",NA,NA,"ENSG00000204120.10","protein_coding","GIGYF2","1","OTTHUMG00000153237.7","ncRNA_host","ENSG00000204120",NA
"RXRB","HAVANA","gene",NA,NA,"ENSG00000204231.6","protein_coding","RXRB","2","OTTHUMG00000031298.4",NA,"ENSG00000204231",NA
"COL5A2","HAVANA","gene",NA,NA,"ENSG00000204262.7","protein_coding","COL5A2","2","OTTHUMG00000149842.2","ncRNA_host","ENSG00000204262",NA
"TAP2","HAVANA","gene",NA,NA,"ENSG00000204267.9","protein_coding","TAP2","2","OTTHUMG00000031068.2",NA,"ENSG00000204267",NA
"HLA-DRA","HAVANA","gene",NA,NA,"ENSG00000204287.9","protein_coding","HLA-DRA","1","OTTHUMG00000031269.3",NA,"ENSG00000204287",NA
"COL15A1","HAVANA","gene",NA,NA,"ENSG00000204291.6","protein_coding","COL15A1","2","OTTHUMG00000020351.3",NA,"ENSG00000204291",NA
"NOTCH4","HAVANA","gene",NA,NA,"ENSG00000204301.5","protein_coding","NOTCH4","2","OTTHUMG00000031044.2",NA,"ENSG00000204301",NA
"AGER","HAVANA","gene",NA,NA,"ENSG00000204305.9","protein_coding","AGER","2","OTTHUMG00000031120.2",NA,"ENSG00000204305",NA
"HSPA1A","HAVANA","gene",NA,NA,"ENSG00000204389.8","protein_coding","HSPA1A","2","OTTHUMG00000031201.3",NA,"ENSG00000204389",NA
"AIF1","HAVANA","gene",NA,NA,"ENSG00000204472.8","protein_coding","AIF1","2","OTTHUMG00000031246.4",NA,"ENSG00000204472",NA
"LST1","HAVANA","gene",NA,NA,"ENSG00000204482.6","protein_coding","LST1","1","OTTHUMG00000031264.6",NA,"ENSG00000204482",NA
"HLA-C","HAVANA","gene",NA,NA,"ENSG00000204525.10","protein_coding","HLA-C","2","OTTHUMG00000031154.7",NA,"ENSG00000204525",NA
"PRR3","HAVANA","gene",NA,NA,"ENSG00000204576.7","protein_coding","PRR3","2","OTTHUMG00000031037.2",NA,"ENSG00000204576",NA
"HLA-E","HAVANA","gene",NA,NA,"ENSG00000204592.5","protein_coding","HLA-E","2","OTTHUMG00000031155.2",NA,"ENSG00000204592",NA
"HLA-G","HAVANA","gene",NA,NA,"ENSG00000204632.7","protein_coding","HLA-G","2","OTTHUMG00000031157.7",NA,"ENSG00000204632",NA
"HLA-F","HAVANA","gene",NA,NA,"ENSG00000204642.9","protein_coding","HLA-F","2","OTTHUMG00000031156.4",NA,"ENSG00000204642",NA
"TRIM27","HAVANA","gene",NA,NA,"ENSG00000204713.6","protein_coding","TRIM27","2","OTTHUMG00000031215.2",NA,"ENSG00000204713",NA
"CCL3L1","HAVANA","gene",NA,NA,"ENSG00000205021.9","protein_coding","CCL3L1","2","OTTHUMG00000132996.2",NA,"ENSG00000205021",NA
"KRT81","HAVANA","gene",NA,NA,"ENSG00000205426.6","protein_coding","KRT81","2","OTTHUMG00000167574.2",NA,"ENSG00000205426",NA
"ACOT6","HAVANA","gene",NA,NA,"ENSG00000205669.2","protein_coding","ACOT6","2","OTTHUMG00000171609.1",NA,"ENSG00000205669",NA
"DENND1C","HAVANA","gene",NA,NA,"ENSG00000205744.5","protein_coding","DENND1C","2","OTTHUMG00000180853.3",NA,"ENSG00000205744",NA
"SERPINB5","HAVANA","gene",NA,NA,"ENSG00000206075.9","protein_coding","SERPINB5","2","OTTHUMG00000141307.4",NA,"ENSG00000206075",NA
"RAB12","HAVANA","gene",NA,NA,"ENSG00000206418.3","protein_coding","RAB12","2","OTTHUMG00000178949.1",NA,"ENSG00000206418",NA
"HLA-A","HAVANA","gene",NA,NA,"ENSG00000206503.7","protein_coding","HLA-A","2","OTTHUMG00000130501.1",NA,"ENSG00000206503",NA
"DIO1","HAVANA","gene",NA,NA,"ENSG00000211452.6","protein_coding","DIO1","2","OTTHUMG00000008435.4",NA,"ENSG00000211452",NA
"CRIP1","HAVANA","gene",NA,NA,"ENSG00000213145.5","protein_coding","CRIP1","2","OTTHUMG00000029908.4",NA,"ENSG00000213145",NA
"MAGEA12","HAVANA","gene",NA,NA,"ENSG00000213401.4","protein_coding","MAGEA12","2","OTTHUMG00000022650.1",NA,"ENSG00000213401",NA
"PTPRCAP","HAVANA","gene",NA,NA,"ENSG00000213402.2","protein_coding","PTPRCAP","2","OTTHUMG00000150325.1",NA,"ENSG00000213402",NA
"GPSM3","HAVANA","gene",NA,NA,"ENSG00000213654.5","protein_coding","GPSM3","2","OTTHUMG00000031244.3",NA,"ENSG00000213654",NA
"LAT","HAVANA","gene",NA,NA,"ENSG00000213658.6","protein_coding","LAT","1","OTTHUMG00000131761.3",NA,"ENSG00000213658",NA
"S1PR3","HAVANA","gene",NA,NA,"ENSG00000213694.3","protein_coding","S1PR3","2","OTTHUMG00000020173.2",NA,"ENSG00000213694",NA
"ZNF134","HAVANA","gene",NA,NA,"ENSG00000213762.6","protein_coding","ZNF134","2","OTTHUMG00000183471.1",NA,"ENSG00000213762",NA
"KCTD11","HAVANA","gene",NA,NA,"ENSG00000213859.3","protein_coding","KCTD11","2","OTTHUMG00000132061.2",NA,"ENSG00000213859",NA
"UBD","HAVANA","gene",NA,NA,"ENSG00000213886.3","protein_coding","UBD","2","OTTHUMG00000031289.3",NA,"ENSG00000213886",NA
"LTB4R","HAVANA","gene",NA,NA,"ENSG00000213903.4","protein_coding","LTB4R","2","OTTHUMG00000029346.4",NA,"ENSG00000213903",NA
"ITGA1","HAVANA","gene",NA,NA,"ENSG00000213949.4","protein_coding","ITGA1","2","OTTHUMG00000131163.3",NA,"ENSG00000213949",NA
